,ds,y,yhat
0,2021-01-12,0.2,36.88607916080774
1,2021-01-13,1.4,52.76382098412795
2,2021-01-14,47.00000000000001,48.50694115953721
3,2021-01-15,58.80000000000004,53.04393626540761
4,2021-01-16,164.4,102.58269716293742
5,2021-01-17,13.0,9.323843705479206
6,2021-01-18,48.600000000000044,22.670841477104595
7,2021-01-19,42.400000000000006,37.87501228788093
8,2021-01-20,18.599999999999984,54.34326629458723
9,2021-01-21,64.4,50.561914771304714
10,2021-01-22,55.60000000000001,55.45084946183958
11,2021-01-23,84.00000000000006,105.21276921000887
12,2021-01-24,20.599999999999998,12.046623530137438
13,2021-01-25,34.799999999999976,43.82953437158565
14,2021-01-26,44.599999999999994,40.40278566666517
15,2021-01-27,29.399999999999974,56.59727569973115
16,2021-01-28,46.79999999999999,52.439187262220315
17,2021-01-29,44.2,56.86277684145336
18,2021-01-30,99.00000000000009,106.08740733495885
19,2021-01-31,48.2,12.330526493013835
20,2021-02-01,64.00000000000001,43.48907596369867
21,2021-02-02,27.79999999999998,39.42493426990714
22,2021-02-03,78.20000000000009,54.989803409167
23,2021-02-04,83.2000000000001,50.230309231282604
24,2021-02-05,78.00000000000001,54.10023215062101
25,2021-02-06,94.00000000000003,102.8370077129322
26,2021-02-07,24.2,8.674213542027886
27,2021-02-08,25.799999999999986,39.522540791014265
28,2021-02-09,17.39999999999999,35.25486522848064
29,2021-02-10,45.19999999999999,50.730837686041376
30,2021-02-11,41.80000000000002,46.0017720153889
31,2021-02-12,52.80000000000001,50.02275288989722
32,2021-02-13,61.20000000000001,99.029106199951
33,2021-02-14,1.0,5.248949457060554
34,2021-02-15,15.199999999999996,36.450560544936884
35,2021-02-16,20.799999999999994,32.896481741247854
36,2021-02-17,25.2,49.030854042595564
37,2021-02-18,33.19999999999999,45.022281221950685
38,2021-02-19,37.2,49.807604984898354
39,2021-02-20,110.20000000000002,99.60263962355657
40,2021-02-21,6.0,6.615263631562364
41,2021-02-22,46.80000000000001,38.727107839332604
42,2021-02-23,43.4,35.779435571468596
43,2021-02-24,50.8,52.5986123796654
44,2021-02-25,27.39999999999998,49.20191938934922
45,2021-02-26,50.200000000000024,54.510607150904846
46,2021-02-27,125.80000000000007,104.72730682826949
47,2021-02-28,15.4,12.049490160698788
48,2021-03-01,43.39999999999999,44.35144950420618
49,2021-03-02,38.19999999999999,41.47038527050327
50,2021-03-03,51.4,58.23199243630362
51,2021-03-04,70.60000000000005,54.65629674624984
52,2021-03-05,77.20000000000006,59.67063665256383
53,2021-03-06,170.59999999999997,109.48690956424703
54,2021-03-07,18.4,16.314778142780433
55,2021-03-08,42.600000000000016,48.043314688680944
56,2021-03-09,70.79999999999998,44.526679934036565
57,2021-03-10,52.800000000000026,60.609238943682
58,2021-03-11,74.60000000000005,56.33087749949511
59,2021-03-12,40.99999999999999,60.639429133206725
60,2021-03-13,66.40000000000003,109.76734659129029
61,2021-03-14,25.799999999999997,15.944329070483569
62,2021-03-15,66.4,47.07839930146123
63,2021-03-16,60.00000000000005,43.0410423670768
