,ds,yhat
187,2023-09-16,36.40068378077989
188,2023-09-17,28.551898301882026
189,2023-09-18,46.329514464227124
190,2023-09-19,29.677001440403043
191,2023-09-20,48.74688647302385
192,2023-09-21,48.44036108150594
193,2023-09-22,53.17381969940226
194,2023-09-23,33.50468715483969
195,2023-09-24,25.5265921781385
196,2023-09-25,43.23590512685274
197,2023-09-26,26.578221635896927
198,2023-09-27,45.70714039288896
199,2023-09-28,45.52384156697218
200,2023-09-29,50.44361608314075
201,2023-09-30,31.021702422901456
202,2023-10-01,23.34848808722626
203,2023-10-02,41.416093558347086
204,2023-10-03,25.164919800532992
205,2023-10-04,44.74250653885876
206,2023-10-05,45.04320659442581
207,2023-10-06,50.474824953081196
208,2023-10-07,31.584577487309396
209,2023-10-08,24.454424486986305
210,2023-10-09,38.75528188783617
211,2023-10-10,27.356278367540398
212,2023-10-11,47.45863474145807
213,2023-10-12,48.26061568318648
214,2023-10-13,54.161752611857324
215,2023-10-14,35.70145846577338
216,2023-10-15,28.95449754990228
217,2023-10-16,47.897836473785894
218,2023-10-17,32.45745260372982
219,2023-10-18,52.76744269872019
220,2023-10-19,53.70993257599671
221,2023-10-20,59.681932259279286
222,2023-10-21,41.221487589532046
223,2023-10-22,34.40317987628235
224,2023-10-23,53.20498610045615
225,2023-10-24,37.55507572066435
226,2023-10-25,57.59088675361291
227,2023-10-26,58.1989823487435
228,2023-10-27,63.781833064043155
229,2023-10-28,44.88387694426627
230,2023-10-29,37.586910460020114
231,2023-10-30,55.87682463085302
232,2023-10-31,39.690264508496796
233,2023-11-01,59.17355708275602
234,2023-11-02,59.22241145999293
235,2023-11-03,64.24853933393081
236,2023-11-04,44.805550801799754
237,2023-11-05,36.98418161427833
238,2023-11-06,54.77886924221936
239,2023-11-07,38.13425895312042
240,2023-11-08,57.203987892140695
241,2023-11-09,56.890253787407126
242,2023-11-10,61.61031886478674
243,2023-11-11,75.04564723730135
244,2023-11-12,33.920347436009564
245,2023-11-13,51.6010983120799
246,2023-11-14,34.91020869818368
247,2023-11-15,54.001091663479016
248,2023-11-16,53.77450111953231
249,2023-11-17,58.645067666072606
250,2023-11-18,39.16714954879617
251,2023-11-19,31.43005578187531
252,2023-11-20,49.424658984947456
253,2023-11-21,33.089978488071196
254,2023-11-22,52.57208025256847
255,2023-11-23,24.02102969907421
256,2023-11-24,58.071423209424424
257,2023-11-25,39.040717555783594
258,2023-11-26,31.752301809560677
259,2023-11-27,50.18843519808365
260,2023-11-28,34.27976255128425
261,2023-11-29,54.16437243285921
262,2023-11-30,54.72766747614732
263,2023-12-01,60.36919155161101
264,2023-12-02,41.62876472984455
265,2023-12-03,34.58197743050966
266,2023-12-04,53.20705591844773
267,2023-12-05,37.43167470972709
268,2023-12-06,57.39205794480054
269,2023-12-07,57.97287023544531
270,2023-12-08,63.57404139328918
271,2023-12-09,44.73687628416889
272,2023-12-10,37.539501960707284
273,2023-12-11,55.96366547187572
274,2023-12-12,39.94145958308137
275,2023-12-13,59.614320539139825
276,2023-12-14,59.87280079932276
277,2023-12-15,65.1232638712574
278,2023-12-16,45.913855435987614
279,2023-12-17,38.329806026088185
280,2023-12-18,56.36008185450595
281,2023-12-19,39.943964240858975
282,2023-12-20,59.229904920756574
283,2023-12-21,59.115163189828095
284,2023-12-22,64.01237482934845
285,2023-12-23,44.475409561925034
286,2023-12-24,36.594574533746275
287,2023-12-25,40.02410097337992
288,2023-12-26,37.72406511553924
289,2023-12-27,56.828384132363034
290,2023-12-28,56.57523951727832
291,2023-12-29,61.37823203275464
292,2023-12-30,41.79133216882371
293,2023-12-31,33.90411362039256
