,ds,yhat
164,2023-08-24,61.70613363797268
165,2023-08-25,66.84884741230051
166,2023-08-26,116.77274626344277
167,2023-08-27,22.22002259199766
168,2023-08-28,53.259914722225936
169,2023-08-29,48.62387753909559
170,2023-08-30,63.49634592539753
171,2023-08-31,59.56359004384608
172,2023-09-01,64.62830204832663
173,2023-09-02,114.52290265238219
174,2023-09-03,19.988832640587
175,2023-09-04,0.7226368303726787
176,2023-09-05,46.56574337349508
177,2023-09-06,61.586232437746375
178,2023-09-07,57.836873247518746
179,2023-09-08,63.115284157929004
180,2023-09-09,113.24827089633023
181,2023-09-10,18.971248851231934
182,2023-09-11,50.345370300531854
183,2023-09-12,46.092900312946
184,2023-09-13,61.388202165717445
185,2023-09-14,57.90682645929787
186,2023-09-15,63.4403386397995
